,Datetime,Text
27,2022-05-11 23:56:22+00:00,"1 hora y media y contando por una transacción de #ETH desde @BudaPuntoCom a una #ledger, ¿Que onda?"
28,2022-05-11 23:56:17+00:00,"🚀 🚀 🚀 $1,039,847 ETHUSDT LONGED @$2,084.76 on #Binance (23:56:17 UTC) #ETH #cryptocurrency"
29,2022-05-11 23:56:14+00:00,"The $ETH price is at $2,085.92 right now.
🟢 Compared to the last tweet, the price has increased by $8.52 (0.41%).
🔴 In the last 24 hours the price has dropped by $258.16 (11.01%).

#Ethereum #ETH https://t.co/hP2rtRR0lh"
30,2022-05-11 23:55:51+00:00,"#ETH if that 1600-1800 zone doesn't hold, game over lads https://t.co/ykDWY9dhl6"
31,2022-05-11 23:55:49+00:00,Why Metamask’s Dominance as a Non-Custodial Wallet Could Soon Be Challenged https://t.co/5ckMgd6Sp1 #eth #crypto #cryptonews #cryptocurrency
32,2022-05-11 23:55:49+00:00,"【123战法早8点播报-2022.5.12】
#BTC  日线：空，小时线：空
#ETH       日线：空，小时线：空
（新低调整趋势线，30000分水岭） https://t.co/JT7pUJ7gza"
33,2022-05-11 23:55:25+00:00,"#EverRise $RISE

$0.000569 🔴 -24.5%
$40.7M Market Cap -24.5%
54137 Hodlrs -0.1%

$0.000616 (#Eth) 🔴 -17.7%
$0.000573 (#BNB) 🔴 -27.5%
$0.000575 (#Polygon) 🔴 -22.7%
$0.000488 (#Ftm) 🔴 -33.0%
$0.000548 (#Avax) 🔴 -26.5%

0.189% Burn
$24.4M Staked TVL

$3.7M LP
$716.3k Buyback https://t.co/inIlEgGgO8"
34,2022-05-11 23:55:23+00:00,"🔻 🔻 🔻 $1,080,631 ETHUSDT SHORTED @$2,072.49 on #Binance (23:55:23 UTC) #ETH #cryptocurrency"
35,2022-05-11 23:55:21+00:00,"So I bought 45 #Cardano coins about a year ago, because my buddy convinced me it would be bigger than #Ethereum soon. Has it been soon yet? 🤣 My $ADA is almost worthless now. #ETH #cryptocurrency #marketcrash #HODLing"
36,2022-05-11 23:55:17+00:00,Let’s show some love for Feg today like and retweet🦍🔥❤️Feg is here to stay #FEG #BNB #ETH #gem
37,2022-05-11 23:55:08+00:00,#EverRise $RISE #EverRiseV3 #EverRiseEDU #DeFi #Crypto #Cryptocurrency #NFTs #Avalanche #Avalanche #Matic #EverRiseNFT #ETH #BNB #EverRiseNFT https://t.co/2w4PnvEi0e
38,2022-05-11 23:55:04+00:00,"🔥🔥🔥🔥🔥 
GIVEAWAY TIME 
🔥🔥🔥🔥🔥

MINT A @PrimeMatesBC 

Between #740-1000  for a chance to win 🏆 
🥇3 PMBC NFTS 
🥈2 PMBC NFTS 
🥉1 PMBC NFTS 

MULTIPLE ENTRYS ALLOWED 😳😳

GET IN AND MINT NOW 0.05 ETH

https://t.co/g9OrjWiiBd

#NFTGiveaway #NFTCommunity #nft #ETH 

🔥🔥"
39,2022-05-11 23:55:03+00:00,Permutate your investments without caring what other people think.  #Dogecoin #BTC #ETH #ADA #ApeCoin Never will I offer financial advice. DYOR. #NFTCommunity
40,2022-05-11 23:54:17+00:00,@SmindCrypto @JBlaz3R You can’t even buy Luna on Coinbase without it being wrapped in #ETH. I have zero concern of @coinbase going bankrupt. The FUD is at extreme levels right now. No way @coinbase goes bankrupt! If they do then they do but my funds can be transferred in 4.0sec
41,2022-05-11 23:54:14+00:00,"【下落】270,500円を下回りました。 #イーサリアム #仮想通貨 #ETH"
42,2022-05-11 23:54:14+00:00,"#YFIUSDT Bear Alert!

5X Volume
Price:      11349
5-min %: -1.4%
Volume:  $252,797
 
#crypto #whale #btc #eth #YFI $YFI https://t.co/GS0wjszSl0"
43,2022-05-11 23:54:05+00:00,"NFT VALUE ALERT.
Roboto Boomboto #4724 listed below Bitvots` fair value estimate.
List Price = 40 ETH
Fair Value est. = 562508.5031 ETH (+1406171%)
Floor = 0.2 #ETH
https://t.co/K9cRWEPlat"
44,2022-05-11 23:54:04+00:00,"NFT VALUE ALERT.
Roboto Helmeto #1255 listed below Bitvots` fair value estimate.
List Price = 1.5 ETH
Fair Value est. = 3.8806 ETH (+159%)
Floor = 0.2 #ETH
https://t.co/X9L9UyzUVw"
45,2022-05-11 23:54:04+00:00,"NFT VALUE ALERT.
Roboto Computo #2108 listed below Bitvots` fair value estimate.
List Price = 3 ETH
Fair Value est. = 6.7377 ETH (+125%)
Floor = 0.2 #ETH
https://t.co/RMNpezv8n9"
46,2022-05-11 23:53:47+00:00,"🚨Giving away 2 FREE MINTS for @ElsewhereZone 🚨

1⃣ Follow @ElsewhereZone 
2⃣ RT + Like
3⃣ Tag 3 friends

Winner in 48 hours 🎉 
#NFT #NFTs #NFTGiveaway #ETH #ETHNFTS https://t.co/blZj2S1ppx"
47,2022-05-11 23:53:27+00:00,"#ONGUSDT Bear Alert!

5X Volume
Price:      0.3573
5-min %: -0.78%
Volume:  $10,084
 
#crypto #whale #btc #eth #ONG $ONG https://t.co/lVWaDNsIvQ"
48,2022-05-11 23:53:27+00:00,"Good Project

@billmaher @irfhabib @luckydayapp @JalenRose @TreasurelandNFT 

#BTC #ETH #SHIB #cryptocurrency https://t.co/cr0zcX44oh"
49,2022-05-11 23:53:23+00:00,"I bet they won’t be the first #bitcoin etf though :) there is another player in the mix … 🤫 

Although I wish they would be the first.  Don’t expect it.. someone big is likely in front … 
Either way great for the industry #crypto $btc $eth $xrp $ada $hbar #xrp #ada #hbar #eth https://t.co/ik0cIipqGN"
50,2022-05-11 23:53:09+00:00,"Grayscale Holds Private Meeting With SEC Discussing Bitcoin Spot ETF Transition
#Bitcoin #Ethereum #BTC #ETH #Crypto #CryptoNews

https://t.co/SrdDsrHEfc https://t.co/AziZgnOz8C"
51,2022-05-11 23:53:04+00:00,"NFT VALUE ALERT.
#3753 listed below Bitvots` fair value estimate.
List Price = 0.22 ETH
Fair Value est. = 0.7464 ETH (+239%)
Floor = 0.189 #ETH
https://t.co/3ed16C3ZYv"
52,2022-05-11 23:53:03+00:00,"NFT VALUE ALERT.
Roboto Helmeto #9387 listed below Bitvots` fair value estimate.
List Price = 2 ETH
Fair Value est. = 4.2609 ETH (+113%)
Floor = 0.2 #ETH
https://t.co/JqdmKaVbnX"
53,2022-05-11 23:53:03+00:00,"NFT VALUE ALERT.
Roboto Helmeto #9642 listed below Bitvots` fair value estimate.
List Price = 1.8 ETH
Fair Value est. = 3.9346 ETH (+119%)
Floor = 0.2 #ETH
https://t.co/90VOQPN0E7"
54,2022-05-11 23:52:59+00:00,"🦍MVA Phoenix Collection! 
🎨Sneak Peek of the day! 
🔥Rising from the Ashes🔥

Burning Event is coming..
Portal: @worldofv_art

#MVA #NFT #NFTs #VNFTs #Cardano #Vechain #Solana #ETH #tezos #NEARcollector https://t.co/9jEb7N1ooR"
55,2022-05-11 23:52:54+00:00,"@Zone9_Crypto un trader qui change ses usdt en usdc 

Bis repetita mais cette fois on parle de USDT qui régule toutes ses paires de la DEFI!
Seule solution l achat massif de #Bitcoin #eth"
56,2022-05-11 23:52:39+00:00,@cylumfinance1 0x199b6df0A4fdDCB194aA107a4Cbc3B50D508B256 #Eth
57,2022-05-11 23:52:38+00:00,"💰10,400 #ETH (24,373,791 USD) move from unknown wallet to #ftx
 
Date : 2022-05-11 23:52:14 (GMT 0)
Blockchain : #ETHEREUM
Symbol : #ETH
 
Detail: https://t.co/Mm2OTX1v4u"
58,2022-05-11 23:52:37+00:00,"Bitcoin Updates Today | Bitcoin Price Prediction | BTC News Today | BTC Latest Updates | #BTC #ETH - https://t.co/flX3T2pg7u

#Crypto #CryptoNews #CryptoTrends #NFT #NFTNews #NFTRelease #NFTDrop #AltCoin #AirDrop #NFTProject #NFTArtist  #NFTCommunity  #CNFT #CNFTCommunnity"
59,2022-05-11 23:52:34+00:00,"10,400.045 #ETH (21,702,586.319 USD) transfer from unknown wallet to #FTXExchange 
 
https://t.co/P8miatiK0h"
60,2022-05-11 23:52:29+00:00,Sell all that shit and drive it to the fucking dirt! #bitcoin #doge #sol #matic #luna #ust #ape #eth or not but choose wisely
61,2022-05-11 23:52:07+00:00,"#btc,#luna,#eth cyrpto kumardır ! bunu anlamayan bulaşmasın bu işe.şimdi bütün dengeler,teknikler ,analaizler yukarı yönlü gösterirken dıdısının dıdısını sizi iflasa sürükleyebilir.örnekleriri ile doludur bu piyasa .bunu göze alıp gelip !!!"
62,2022-05-11 23:52:00+00:00,"🔎Discover the Black Lives Matter 28 collection and support new artists🔍

➡️Follow
❤️ &amp; RT
📢Drop your wallet

#NFTCommunity #NFTartist #WomenInNFTs #NFTdrop #NFTs #BlackLivesMatter #ETH #BTC #NFTGiveaway #NFT

Check out this item on OpenSea https://t.co/uQkdRxb9rt via @opensea"
63,2022-05-11 23:51:41+00:00,"@lyeslh11 this is so cool and very interesting project! hopefully it will be more successfull in the future! ✨✨
#NFT #NFTs #ETH #ad"
64,2022-05-11 23:51:39+00:00,"足元でイーサリアムの含み益アドレス割合は減少しています。一方、61%の高い水準を現在も維持しており、まだ含み益を抱えるアドレスが多いことを示しています。今後、利益を確定する動きがさらに加速する可能性があります。

出所:glassnodeより作成
#ETH #イーサリアム https://t.co/xbLr5OFqR6"
65,2022-05-11 23:51:29+00:00,"Good Project

@billmaher @irfhabib @luckydayapp @JalenRose @TreasurelandNFT 

#BTC #ETH #SHIB #cryptocurrency https://t.co/ZgT9pkyyDM"
66,2022-05-11 23:51:14+00:00,Quelqu’un sait c’est quoi le meilleur timing pour acheter de l’#ETH ? je compte m’en prendre mais je sais pas si c’est plus judicieux d’attendre demain matin pour voir la réaction des marchés de l’autre côté du monde
67,2022-05-11 23:51:07+00:00,"Price analysis 5/11: #BTC, #ETH, BNB, XRP, ADA, #SOL, #DOGE, DOT, AVAX, SHIB https://t.co/uRkdP801X9 #bitcoin #ethereum #solana #dogecoin #cryptocurrency #crypto"
68,2022-05-11 23:51:06+00:00,"How about that dip Pill family! WHOA! What bags are you stacking on this super sale?

#dip #nft #nfts #hodl #btc #eth #opensea #crypto #nftcommunity https://t.co/ZQp7U0eUIL"
69,2022-05-11 23:50:57+00:00,Hope everyone is safe out there.. remember there are ladders to climb #btc #eth #ada keep stacking!
70,2022-05-11 23:50:56+00:00,"The SEC has already sued #TerraformLabs. It has every reason to investigate #UST, lawyers say

$LUNA $UST #Luna #TerraLuna #crypto #cryptocurrency #btc #eth #bnb #solana #blockchain #nft  https://t.co/zoeRXhgXXh"
71,2022-05-11 23:50:32+00:00,"こういう時に手放す人や手放させようとする人が増えますよね。僕は約５年前の #ビットコイン 暴落で学んだ。「投機」と「投資」は別物。長期的にみれば経済は成長するので、一時的な値動きの上下はあっても全体的には右肩上がり。何度もいいますが、初心者は #BTC と #ETH 積立でOKです。
#ブログ"
72,2022-05-11 23:50:26+00:00,@pastelwives2022 @NFTGalIery #NFT #NFTart #NFTdrop #NFTCommunity #cryptoart #eth #Ethereum #blockchain
73,2022-05-11 23:50:23+00:00,"#EverRise $RISE

$0.000569 🔴 -24.4%
$40.8M Market Cap -24.4%
54137 Hodlrs -0.1%

$0.000616 (#Eth) 🔴 -17.7%
$0.000574 (#BNB) 🔴 -27.4%
$0.000574 (#Polygon) 🔴 -22.9%
$0.000490 (#Ftm) 🔴 -32.7%
$0.000549 (#Avax) 🔴 -26.3%

0.189% Burn
$24.4M Staked TVL

$3.7M LP
$717.1k Buyback https://t.co/K7joioT6fZ"
74,2022-05-11 23:50:20+00:00,"Could be worse, you could be a #luna investor. But if you are well it could be worse, you could be a luna leverage trader. But atleast you dont buy #nfts on #eth. #Solana"
75,2022-05-11 23:50:11+00:00,"BTC/JPY = 3784298円 
ETH/JPY = 272540円 
XRP/JPY = 54.192円 
LTC/JPY = 8704.4円 
#ビットコイン #仮想通貨 #BTC #ETH #XRP #LTC"
76,2022-05-11 23:50:05+00:00,"Super Black Friday Sales- get as much as you can before it’s too late.
#dogecoin #btc #eth"
77,2022-05-11 23:50:04+00:00,"For whatever it’s worth, I remember missing opportunities in #LTC and #ETH in 2012 and 2015. The 3rd time, I went in hard - I was gambling 100s on bloody #PancakeSwap until I remembered I had NO idea what I was doing. (2/2)

#CryptoNews #Cryptocrash"
78,2022-05-11 23:50:00+00:00,"👀Looking for a solid NFT project. #ETH, #MATIC, #SOL… what’s one you’re bullish on?"
79,2022-05-11 23:49:56+00:00,"Accept and move forward it's not the end of the game.

👉Got a loss of 70%? buy #Bitcoin, #eth and / or #BNB using DCA

If you're comfortable with that you should allocate 10% to small cap gems with real utility

Your savings should be in #BUSD staking

#terraluna #UST #altcoins https://t.co/5ZApkQuiZF"
80,2022-05-11 23:49:56+00:00,"@cyber_hokie @IOHK_Charles Humour us. Satire is often missed. Luna was a weakness that was exposed. UST was a farcical attempt, although very successful at redistributing #BTC and #ETH into hands of those who keep calling everyone poor. Focus on the issue at hand. 🌶"
81,2022-05-11 23:49:54+00:00,"ここから下がればコツコツ買っていけば来年には勝てるやろ

#Bitcoin #ETH #BNB"
82,2022-05-11 23:49:53+00:00,"Booked Quick 5% Gains on #SOL 

Entry: $47.8 (DCA)

Despite the Chop 🪓 Members @WalshWealthWWG Cashing Gains.

@CryptoGodJohn &amp; the Mods Paying the Markets Level by Level. 

https://t.co/Uu40dTcgjx to sign up. 

#BTC #Bitcoin #Ethereum #cryptotrading #ETH #Dollar #LUNA $LUNA https://t.co/1AX4UJdtAm"
83,2022-05-11 23:49:45+00:00,This project will go really very interesting further in the future because the team working on it is very strong. #FJT #Fujicompany #crypto #bounty #eth #token #azbit https://t.co/hY3BufcQ7v
84,2022-05-11 23:49:41+00:00,🎁#AvaxfamilyGiveaway🎁🏆 2 winners 🏆$1000 (2x $500) #ETH or #AvaxTo Enter:1️⃣Follow avaxfamily2⃣RT + LIKE3⃣Tag 2 frie…
85,2022-05-11 23:49:38+00:00,@lyeslh11 Interesting. Good luck for MINT project. #NFT #NFTs #ETH
86,2022-05-11 23:49:34+00:00,rip to all my crypto #luna #dogecoin #eth #bitcoin #shiba
87,2022-05-11 23:49:06+00:00,"Almost all investments are currently down, so please stay calm.

#Bitcoin #ETH #XRP #ADA #AVAX #BNB #SOL #NFT https://t.co/8wQNCcWCpF"
88,2022-05-11 23:49:05+00:00,"Nie sadzilem, ze tk szybko ponowie #total #btc #eth #crypto i wykres na chwile obecna https://t.co/xaik9kOpAy https://t.co/qn3fHSMsbU"
89,2022-05-11 23:48:41+00:00,@Dragos96431057 @RichestWhale @justinsuntron No #Tron is like #ETH
90,2022-05-11 23:48:30+00:00,"Something to think about

#HEX #LUNA #LINK #BTC #BTCcrash #ETH https://t.co/MxRQlfvbDq"
91,2022-05-11 23:48:28+00:00,Im accumulating #sol #eth #btc how about you ? 👀
92,2022-05-11 23:48:27+00:00,"海外の取引所「gate」なら国内の取引所に比べて手数料がかなり安く、しかも豊富な銘柄があるので仮想通貨をやるならイチオシです！

下記から登録で手数料が20%割引されます。
「https://t.co/aZgOIwOaVG」

#BTC #ETH #XRP #SOL #DOT"
93,2022-05-11 23:48:25+00:00,"#AirCash is going to revolutionize the entire cryptocurrency centralization service industry with more security, privacy and efficiency, providing fast service for every investor in the world!
#AirCoin  @Aircoinreal #BTC #ETH
#DeFi
#crypto
https://t.co/bgO6RNUAst"
94,2022-05-11 23:48:24+00:00,NFTQuin Walrus T(Tired) 14. Only by .05 #eth polygon ⚠️My granddaughter maked this collection to buy a better pc… https://t.co/b7Mro4kl6Z
95,2022-05-11 23:48:21+00:00,My stay for the next 3 days all possible because of #Crypto #bnb and #ETH https://t.co/76LTzsgNyI
96,2022-05-11 23:48:14+00:00,"GM✋
昨晩のCPI発表を受けて仮想通貨が暴落してますね🥲
ちなみに今なら私の作品は0.005ETH（polygon）なので1,350円くらいです🤩
今のうちにいかがでしょうか？
ほら、そこのあなた、ウォレットにちょっとpolygon余ってるでしょ❗️
https://t.co/BWNX9Sv8v9
#NFT #NFTJPN #NFTCommunity #NFTs  #ETH https://t.co/30MWHRj8o7"
97,2022-05-11 23:48:10+00:00,#NFTGiveaways #ETH #EthereumNFTs #DeFiProject https://t.co/NRyTgHZla7
98,2022-05-11 23:47:44+00:00,"Good Project

@billmaher @irfhabib @luckydayapp @JalenRose @TreasurelandNFT 

#BTC #ETH #SHIB #cryptocurrency https://t.co/0FzCkVFHts"
99,2022-05-11 23:47:43+00:00,"#Crypto #Cryptocurrency #BTC #ETH #Solana #ADA #Bitcoin 

BTC = $28,701.13
Change = 7.32%

ETH = $2,066.28
Change = 11.86%

Solana = $1.00
Change = 0.26%

ADA = $0.5127
Change = 18.32%

Follow @pricebotcrypto for hourly update!"
100,2022-05-11 23:47:43+00:00,"#YFIIUSDT Bear Alert!

10X Volume
Price:      1083
5-min %: -3.6%
Volume:  $124,578
 
#crypto #whale #btc #eth #YFII $YFII https://t.co/dti8hMRw4k"
101,2022-05-11 23:47:22+00:00,#ETH 2.0 preview https://t.co/7ERYqaDudZ
102,2022-05-11 23:47:13+00:00,The thing here is #btc and #eth will surely strive long term and can even see new ath but you see those lil L1 or L2 they finna be dead if they don't do something incredible.
103,2022-05-11 23:47:04+00:00,"#YFIIUSDT Bull Alert!

5X Volume
Price:      1132
5-min %: 0.8%
Volume:  $61,307
 
#crypto #whale #btc #eth #YFII $YFII https://t.co/HojmUwpjmL"
104,2022-05-11 23:46:41+00:00,"Top 5 #crypto prices with 24h change:

#BTC #ETH #BNB #XRP #BUSD 

🔴 $BTC $29015.99 (-6.13%)
🔴 $ETH $2089.75 (-10.52%)
🔴 $BNB $270.6 (-14.99%)
🔴 $XRP $0.4154 (-18.84%)
🟢 $BUSD $1.0053 (0.50%)

Do you #hodl any of these coins?"
105,2022-05-11 23:46:35+00:00,"🚨FREE #NFT GIVEAWAY 🚨 

Worth 1.4 #ETH ($3,031)

➡️ Follow @CryptoHelsing 🔔
➡️ Retweet &amp; ❤️ 

24H ⏳

#NFTGiveaway #NFTCommunity https://t.co/G9fLiIC9No"
106,2022-05-11 23:46:33+00:00,"Get your Bear now!⏳♥️🚀

For only 0.008 ETH (~20$)♥️
Don't miss this opportunity!🚀🌑

Link in bio!🔗⭐

#crypto #ETH #nft #nfts #nftcollector #nftcollectors #nftcollection #NFTCommunity @opensea https://t.co/oWi7J9gKD2"
107,2022-05-11 23:46:29+00:00,Come vibe with @MonsterBudsNFT! #eth #nfts #cannabis #beer #love https://t.co/7fznMrzTND
108,2022-05-11 23:46:27+00:00,#NFTs #ETH #Ethereum https://t.co/bxTjIfi9OO
109,2022-05-11 23:46:26+00:00,"$LUNA.X Alert: Momentum Parabolic 
 
https://t.co/Qu8QXl6urI 
 
#luna #crypto #btc #bitcoin #eth #ethereum"
110,2022-05-11 23:46:26+00:00,#ETH Inicia su caída y probablemente el inicio del camino que lo puede llevar a la zona de los $1.030 por moneda como les comentaba hace 2 días. La segunda #CRYPTO del mercado puede ser la siguiente en unirse al #Cryptocrash ya que ha sido de las que mas ha retrasado la caída https://t.co/DUvRuIZjc6
111,2022-05-11 23:46:25+00:00,exited all buy positions $ETH #ETH #ethereum
112,2022-05-11 23:46:23+00:00,"イーサリアムの価格は下落していますがファンディングレートは、間近高値を記録しています。ロングポジションを拾う動きが見られ、逆張りをするトレーダーが多いことを示しています。さらに価格が下落するとロングポジションの大きな清算が懸念されます。

出所:glassnodeより作成
#ETH #イーサリアム https://t.co/osdBxnizuR"
113,2022-05-11 23:46:21+00:00,"最重要ラインまで到達したので、#BTC #ETH #BNB を爆買い！
ここ割れたら2万ドルも覚悟🥶 https://t.co/WzzZWEM8Er"
114,2022-05-11 23:46:20+00:00,"Rough market, don’t let it get to you.
#stockmarketcrash #ETH and #BTC #LUNA https://t.co/O2vHtMjfsX"
115,2022-05-11 23:46:02+00:00,"[Pre] Going up signal on a 1 hour chart!
Price: \270050.0 (2022/05/12 08:43)
#ETH #ethereum"
116,2022-05-11 23:45:21+00:00,"#EverRise $RISE

$0.000566 🔴 -24.9%
$40.5M Market Cap -24.9%
54137 Hodlrs -0.1%

$0.000612 (#Eth) 🔴 -18.2%
$0.000573 (#BNB) 🔴 -27.6%
$0.000573 (#Polygon) 🔴 -23.0%
$0.000490 (#Ftm) 🔴 -32.7%
$0.000539 (#Avax) 🔴 -27.7%

0.189% Burn
$24.2M Staked TVL

$3.7M LP
$713.3k Buyback https://t.co/8DY61vJFCc"
117,2022-05-11 23:45:03+00:00,"#erc20gas #ETH #crypto 
⛽️Auto 15Min ETH Gas Tracking⛽️

GWEI:
Low: 97 gwei
Avg: 98 gwei
High: 98 gwei

Opensea: Sale
Low: $40.71
Avg: $41.13
High: $41.13

Uniswap V3: Swap
Low: $37.13
Avg: $37.51
High: $37.51

USDT: Transfer
Low: $10.89
Avg: $11.00
High: $11.00"
118,2022-05-11 23:45:02+00:00,Everyone you might want to pull your crypto out of @brian_armstrong company @coinbase if they ever go under they’ll just steal your money/crypto to cover their expenses. #BTC #ETH #XRP #ALGO #USDC #Crypto https://t.co/Sz4AVuYxYQ
119,2022-05-11 23:44:49+00:00,"#BTC #ETH #XRP #BNB #ADA #SOL #DOGE #SHIB #NFT
I bought Luna yesterday for $16, what should I do now?😂😂"
120,2022-05-11 23:44:46+00:00,Sashimi (SASHIMI) went up 8.9 percent in the last 1 minutes on https://t.co/rgEAV9gIXu. #SASHIMI  #crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #trading #altcoin #binance #cryptonews
