,Datetime,Text
0,2022-05-13 23:59:52+00:00,"【123战法早8点播报-2022.5.14】
#BTC  日线：空，小时线：空
#ETH       日线：空，小时线：空
（BTC31000，ETH2150，分水岭） https://t.co/drwHnrq45s"
1,2022-05-13 23:59:49+00:00,"#Bitcoin Last Price $29286 #BTC 🚀
Daily Indicators:
-RSI: 26.8
-MA(20): 35910
-MA(50): 40198
-MA(200): 45572
-Bollinger B. lower/upper: 28106/43713

#Ethereum Last Price $2009 #ETH
-RSI: 27.9
-MA(20): 2636
-MA(50): 2968
-MA(200): 3368
-BB: 1991/3282

#Crypto #Live

71270"
2,2022-05-13 23:59:45+00:00,"#SYSUSDT Bull Alert!

75X Volume
Price:      0.202
5-min %: 1.1%
Volume:  $575,122
 
#crypto #whale #btc #eth #SYS $SYS https://t.co/uMlqx1fJOq"
3,2022-05-13 23:59:37+00:00,"Bitcoin preparándose para hacer otro engaño en los $32K 📈📉 | Análisis de Zonas de Liquidez &amp; OB

Análisis de Bitcoin por @eric_olivieri 
Auspiciado por @Paperheadarmy 

https://t.co/vA51bid6j1

#Bitcoin #ETH #LUNA #terraluna #Lunacrash #FIFA22 #forex #NFT #Terra_Luna https://t.co/YBOBFvfJpa"
4,2022-05-13 23:59:32+00:00,🚨Ripple Strikes Back at SEC - We Want The Secret Docs 😱🚀🌕 #xrp #xrpcommunity #xrparmy #ripple #ripplexrp #altcoins #crypto #cryptonews #cryptok #cryptotok #btc #eth #xrpl #xrpnews #cryptotok #cryptoinvesting #cryptogems https://t.co/4jpv3viIB7
5,2022-05-13 23:59:23+00:00,"If that was the extent of the bounce, after the week we have just traded through, the market has a lot more downside to come📉
#btc #ETH #altcoin #cryptotrading"
6,2022-05-13 23:59:19+00:00,"You can look but can't buy.... not yet. 
https://t.co/g1Z9pUBrzs
Why Postpone S-Kubric Auction???

Ours is not a lazy mint. Scheduled updates to meta postponed due to unstable #gasfees. 
#ETH #NFT #rarible

Stay tuned for the new launch date :)"
7,2022-05-13 23:59:19+00:00,"#UNIUSDT Bull Alert!

5X Volume
Price:      5.14
5-min %: 0.78%
Volume:  $223,601
 
#crypto #whale #btc #eth #UNI $UNI https://t.co/XsGLDKRiI2"
8,2022-05-13 23:59:16+00:00,"Dubai's Emirates Airline Set to Embrace Bitcoin, NFT, and Metaverse
#Bitcoin #Ethereum #BTC #ETH #Crypto #CryptoNews

https://t.co/UEHg0WfkLO https://t.co/KCMOttTlQu"
9,2022-05-13 23:59:16+00:00,"If you add $ETH/ $BTC in confluence with $EHT/usd chart... It looks fucking ugly! 

#BTC #LUNA #Lunacrash #ETH https://t.co/nHV7w0hb4p"
10,2022-05-13 23:59:14+00:00,4 hour top movers report #blockchain #crypto #cryptocurrency #kripto #kriptopara #trading #rixx #binance #bnb #bitcoin #btc #ethereum #eth https://t.co/kdgvfAvNzV
11,2022-05-13 23:59:13+00:00,"#SUSHIUSDT Bull Alert!

20X Volume
Price:      1.421
5-min %: 2.4%
Volume:  $1,356,421
 
#crypto #whale #btc #eth #SUSHI $SUSHI https://t.co/C7f91jk6Zn"
12,2022-05-13 23:59:03+00:00,"#SYSUSDT Bull Alert!

60X Volume
Price:      0.2063
5-min %: 3.3%
Volume:  $459,721
 
#crypto #whale #btc #eth #SYS $SYS https://t.co/nr2YZ7rwnu"
13,2022-05-13 23:58:57+00:00,"$BTC 

You didn’t do it, did you?

#Bitcoin #BTC #ETH #Crypto https://t.co/SI4RzW1Cpy"
14,2022-05-13 23:58:50+00:00,"#Bitcoin Last Price $29303 #BTC 🚀
Daily Indicators:
-RSI: 26.7
-MA(20): 35909
-MA(50): 40198
-MA(200): 45572
-Bollinger B. lower/upper: 28102/43715

#Ethereum Last Price $2011 #ETH
-RSI: 27.8
-MA(20): 2636
-MA(50): 2968
-MA(200): 3368
-BB: 1990/3282

#Crypto #Live

71269"
15,2022-05-13 23:58:46+00:00,"tokenviz: 🌕 Biggest #Cryptos 1-Day Volume

#BTC: $29,809.47 (+3.42%)
#ETH: $2,058.82 (+7.00%)
$BCH: $205.4 (+7.60%)
#Ripple: $0.4301 (+13.72%)
$SOL: $50.13 (+15.93%)

👉 Follow to bring #bitcoins dashboard right to your feed. https://t.co/yxIrqBFOG3"
16,2022-05-13 23:58:42+00:00,SCRTUSDT  15m Inverted hammer Pattern (Bullish)+ RSI was oversold #scrt #eth #btc #cryptotrading #cryptocurrency #Crypto #Binance #blockchain #Ethereum #cryptobot https://t.co/h8YzcGTVBZ
17,2022-05-13 23:58:40+00:00,"#SYSUSDT Bull Alert!

50X Volume
Price:      0.2033
5-min %: 1.8%
Volume:  $380,734
 
#crypto #whale #btc #eth #SYS $SYS https://t.co/sj54r3YZr0"
18,2022-05-13 23:58:35+00:00,"#ETH 1H的结构：
     ETH的走势跟 #BTC 的还是有一定区别，ETH这里是针对上面中枢的一个三卖的走势，所以还会有一笔1H的下跌，虽然同时跟BTC 一样会有1H的回调，但是BTC 是4H的上升，ETH 目前还是1H的上，从级别上来看是要差一个级别，所以ETH 的走势相对而言是比较弱的。 https://t.co/BQwdnnKkti"
